author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Dominanta;developer;https://www.cian.ru/sale/flat/300728715/;Cанкт-Петербург;sale;flat;2;41;2;59.63;38699870;Раменки;1-й Сетуньский проезд;вл10;Кутузовская;Hide
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303464784/;Cанкт-Петербург;sale;flat;2;8;2;57.0;40000000;Хамовники; Хамовнический Вал;4;Лужники;
Строй Курорт;real_estate_agent;https://sochi.cian.ru/sale/flat/304490114/;Cанкт-Петербург;sale;flat;15;23;2;90.0;42500000;Хостинский;Курортный проспект;105б;;Королевский парк
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/293905913/;Cанкт-Петербург;sale;flat;4;21;2;41.0;53000000;Якиманка;Донская ;14;Шаболовская;Медный 3.14
SIRIUS REALTY;real_estate_agent;https://sochi.cian.ru/sale/flat/301206337/;Cанкт-Петербург;sale;flat;19;27;2;73.0;58000000;Центральный; Орджоникидзе;17;;Карат Апатментс
COLDY;developer;https://www.cian.ru/sale/flat/303330162/;Cанкт-Петербург;sale;flat;5;15;2;73.02;58051586;Даниловский; Серпуховский Вал;7;Тульская;Дом 7 Даниловский
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/299012262/;Cанкт-Петербург;sale;flat;3;6;2;58.0;59990000;Хамовники;Зубовская ;7;Парк Культуры;Roza Rossa
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303617545/;Cанкт-Петербург;sale;flat;6;28;2;85.0;62900000;Филевский парк; Василисы Кожиной;13;Парк Победы;Квартал апартаментов Match Point
SIRIUS REALTY;real_estate_agent;https://krasnodar.cian.ru/sale/flat/283161500/;Cанкт-Петербург;sale;flat;3;5;1;50.0;65200000;Сириус пгт; Парусная;29;;Имеретинский
Мир квартир элит Крестовский;real_estate_agent;https://spb.cian.ru/sale/flat/303583436/;Cанкт-Петербург;sale;flat;10;13;2;131.9;69907000;Петроградский;Ждановская ;45;Чкаловская;Леонтьевский мыс
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/299462745/;Cанкт-Петербург;sale;flat;8;32;2;73.0;70000000;Таганский;Котельническая набережная;1/15кА;Таганская;
Донстрой;developer;https://www.cian.ru/sale/flat/300311955/;Cанкт-Петербург;sale;flat;3;12;2;87.5;70740000;Раменки; Сергея Бондарчука;4;Мичуринский проспект;Река
Строй Курорт;real_estate_agent;https://sochi.cian.ru/sale/flat/301852714/;Cанкт-Петербург;sale;flat;15;21;2;155.0;72500000;Центральный;переулок Морской;1к1;;Александрийский Маяк
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/292330245/;Cанкт-Петербург;sale;flat;16;20;2;67.0;72500000;Пресненский;Мантулинская ;9к4;Москва-Сити;City Park
BEYOND. ex-Engel Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/295476817/;Cанкт-Петербург;sale;flat;4;4;2;89.0;84500000;Центральный;Гагаринская ;1/24;Площадь Ленина;
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/298881519/;Cанкт-Петербург;sale;flat;4;8;2;77.0;88020600;Якиманка;Софийская набережная;34С5;Новокузнецкая;Софийский
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/298881521/;Cанкт-Петербург;sale;flat;2;8;2;77.0;100000000;Якиманка;Софийская набережная;34;Новокузнецкая;Софийский
Елена Воронова;realtor;https://sochi.cian.ru/sale/flat/292378236/;Cанкт-Петербург;sale;flat;10;25;2;140.0;110000000;Центральный; Войкова;21;;Красная Площадь
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/286943716/;Cанкт-Петербург;sale;flat;6;8;2;94.0;130000000;Новый дом в е Хамовники2-комн. квартира;94 м²;6/8 этаж;;
BEYOND. ex-Engel Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/287440982/;Cанкт-Петербург;sale;flat;1;4;2;111.3;166905000;Петроградский;1-я Березовая аллея;7;Черная речка;Резиденция на Каменном
Квартирное бюро;real_estate_agent;https://omsk.cian.ru/sale/flat/297824009/;Cанкт-Петербург;sale;flat;4;5;2;44.0;4449000;пос. Чкаловский; Индустриальная;5;;
Дмитрий Хромов;realtor;https://ryazan.cian.ru/sale/flat/280502001/;Cанкт-Петербург;sale;flat;3;3;1;48.9;5325000;Советский; Владимирская;95к24;;
Квартирное бюро;real_estate_agent;https://omsk.cian.ru/sale/flat/303849146/;Cанкт-Петербург;sale;flat;2;9;2;52.0;5999000;мкр. Московка-2; Ярослава Гашека;12;;
Капитал;developer;https://ryazan.cian.ru/sale/flat/303219940/;Cанкт-Петербург;sale;flat;10;20;2;51.96;6285601;Железнодорожный; Ленинского Комсомола;;;Роща
Телецентр;developer;https://novosibirsk.cian.ru/sale/flat/293305271/;Cанкт-Петербург;sale;flat;25;25;2;44.0;8000000;Ленинский;переулок 3-й Римского-Корсакова;;Площадь Маркса;1956. Кварталы Телецентра
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/302631534/;Cанкт-Петербург;sale;flat;3;4;1;33.7;3600000;пос. Романовка;проезд Гаражный;16;;Луговое
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/302631517/;Cанкт-Петербург;sale;flat;1;3;1;34.5;3850000;Имени Морозова городской поселок; Мира;9;;
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/302632571/;Cанкт-Петербург;sale;flat;2;5;2;48.2;4000000;Кингисепп;Театральная ;10А;;
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/302631645/;Cанкт-Петербург;sale;flat;1;2;2;42.4;4200000;Федоровское городской поселок; Шоссейная;8;;
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/302631547/;Cанкт-Петербург;sale;flat;3;5;2;43.5;4599999;д. Лаголово; Садовая;3;;
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/302632744/;Cанкт-Петербург;sale;flat;12;16;1;33.5;4950000;; Севастопольская;1;Улица Дыбенко;Радужный
Ольга Непочатова;realtor;https://krasnodar.cian.ru/sale/flat/300871777/;Cанкт-Петербург;sale;flat;3;10;1;39.0;4999000;мкр. Славянский; Заполярная;35к5;;На Красных Партизан
ID 45302310;developer;https://krasnodar.cian.ru/sale/flat/293471505/;Cанкт-Петербург;sale;flat;14;16;1;35.0;5120500;;;;;Самолет
ID 112069960;homeowner;https://spb.cian.ru/sale/flat/300154061/;Cанкт-Петербург;sale;flat;17;17;1;33.8;5200000;;бульвар Воронцовский;17;Девяткино;Алфавит
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/302631746/;Cанкт-Петербург;sale;flat;1;9;2;46.1;5250000;; Молодцова;13;Проспект Просвещения;
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/302632033/;Cанкт-Петербург;sale;flat;22;22;1;36.1;5450000;д. Новосаратовка; Первых;2к2;;Город Первых
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/302632220/;Cанкт-Петербург;sale;flat;4;22;1;35.9;5800000;д. Новосаратовка; Первых;4к3;;Город Первых
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/302631651/;Cанкт-Петербург;sale;flat;4;12;1;38.3;5800000;Новоселье городской поселок;шоссе Красносельское;6;;
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/299781593/;Cанкт-Петербург;sale;flat;1;7;2;50.1;5846670;;;;;Европа-Сити
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/275302634/;Cанкт-Петербург;sale;flat;8;20;2;58.1;6100500;Прикубанский; Адмирала Крузенштерна;5;;RED777
ID 45302310;developer;https://krasnodar.cian.ru/sale/flat/293453075/;Cанкт-Петербург;sale;flat;5;16;2;53.7;6299010;Прикубанский; Анны Ахматовой;;;Dogma park
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/298799703/;Cанкт-Петербург;sale;flat;2;21;2;49.01;6371300;Прикубанский;бульвар Адмиралтейский;1;;Эстет
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/298796705/;Cанкт-Петербург;sale;flat;1;8;2;57.79;6530270;;;;;Сады у моря
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/302905281/;Cанкт-Петербург;sale;flat;4;5;2;49.3;6600000;Сосновый Бор; Моховая;2;;Солнце
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/300753178/;Cанкт-Петербург;sale;flat;10;10;1;35.38;6722200;;;;;Дома у Сада. Квартал-сад
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/301327046/;Cанкт-Петербург;sale;flat;8;24;2;43.4;6796440;Прикубанский; Имени Героя Георгия Бочарникова;2лит2;;Улыбка
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/298623223/;Cанкт-Петербург;sale;flat;5;8;2;55.42;7115928;;;;;ЮГГЕ
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/302632278/;Cанкт-Петербург;sale;flat;1;4;1;38.0;7400000;д. Мистолово; Горная;25к4;;
Магазин новостроек;representative_developer;https://anapa.cian.ru/sale/flat/300704419/;Cанкт-Петербург;sale;flat;2;16;1;39.65;7366970;Анапа;шоссе Супсехское;26к2;;Горгиппия
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/285201827/;Cанкт-Петербург;sale;flat;1;7;1;35.3;7413000;Прикубанский;Круговая ;4/1;;Екатерининский парк
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/302632101/;Cанкт-Петербург;sale;flat;3;5;2;54.69;7500000;;Северная ;4;Ладожская;БернГарден
ID 95023783;unknown;https://krasnodar.cian.ru/sale/flat/304816343/;Cанкт-Петербург;sale;flat;10;22;2;45.0;7700000;Прикубанский; Конгрессная;41к1;;
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/293771699/;Cанкт-Петербург;sale;flat;8;9;2;52.28;7819200;мкр. Калинино; Имени Генерала Брусилова;5лит1.2;;Зеленая территория
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/295341663/;Cанкт-Петербург;sale;flat;4;4;2;54.31;7820640;;;;;Новый свет
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/303685498/;Cанкт-Петербург;sale;flat;8;9;2;54.9;8344800;Прикубанский; Конгрессная;лит22;;Микрорайон Красная площадь
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/300753042/;Cанкт-Петербург;sale;flat;2;10;2;52.89;8462400;;;;;Дома у Сада. Квартал-сад
Строй Курорт;real_estate_agent;https://sochi.cian.ru/sale/flat/285295610/;Cанкт-Петербург;sale;flat;3;6;1;27.0;8500000;Лазаревский;Лучезарная ;1А;;Лучезарный
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/302742423/;Cанкт-Петербург;sale;flat;1;21;2;57.9;8809133;Прикубанский; Героя Владислава Посадского;14/1;;Бауинвест
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/302631654/;Cанкт-Петербург;sale;flat;2;6;2;58.6;9310000;;Христиновский проспект;83к3;Ладожская;Всеволожск-Христиновский
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/302631827/;Cанкт-Петербург;sale;flat;1;13;2;63.7;9300000;;проспект Добровольского;20к2;Улица Дыбенко;Лучший выбор
Яркий Сочи;real_estate_agent;https://sochi.cian.ru/sale/flat/304908304/;Cанкт-Петербург;sale;flat;13;17;2;72.0;9800000;Центральный; Войкова;34;;Тасмана
Клевер Недвижимость;real_estate_agent;https://sochi.cian.ru/sale/flat/304856035/;Cанкт-Петербург;sale;flat;8;21;1;34.08;10224000;Адлерский; Ленина;298Бк7;;Морская симфония
Элитный берег;real_estate_agent;https://sochi.cian.ru/sale/flat/280032416/;Cанкт-Петербург;sale;flat;1;3;1;50.0;10300000;Красная Поляна пгт; Вознесенская;11;;
Магазин новостроек;representative_developer;https://anapa.cian.ru/sale/flat/289725429/;Cанкт-Петербург;sale;flat;6;20;1;41.85;10253250;;;;;Центральный
Магазин новостроек;representative_developer;https://novorossiysk.cian.ru/sale/flat/298064845/;Cанкт-Петербург;sale;flat;2;24;2;47.3;11120230;;;;;Барса
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/301018966/;Cанкт-Петербург;sale;flat;3;17;2;61.1;12097800;Советский;ПК1-2;ПК1-2;Горки;Мой Ритм ЖК
Магазин новостроек;representative_developer;https://anapa.cian.ru/sale/flat/297035234/;Cанкт-Петербург;sale;flat;8;9;1;36.5;13001300;;;;;Песчаный
РосСтройИнвест;developer;https://spb.cian.ru/sale/flat/300269220/;Cанкт-Петербург;sale;flat;3;13;2;60.6;14151584;Приморский;Планерная ;99;Беговая;Тайм Сквер
Добрострой;developer;https://nn.cian.ru/sale/flat/299319552/;Cанкт-Петербург;sale;flat;16;25;1;63.68;15283200;Нижегородский;Сенная площадь;1;Горьковская;Парус
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/294468385/;Cанкт-Петербург;sale;flat;4;15;2;64.9;17248000;мкр. ЗИП; Имени 40-летия Победы;33Г;;Development-Plaza
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/303135801/;Cанкт-Петербург;sale;flat;4;25;1;44.2;18099900;мкр. Школьный; Школьная;1;;Сердце
AAG;developer;https://spb.cian.ru/sale/flat/298267754/;Cанкт-Петербург;sale;flat;5;7;1;39.66;19432963;Василеостровский;Васильевский;;Василеостровская;Amo
Галина Ободова;realtor;https://spb.cian.ru/sale/flat/304543630/;Cанкт-Петербург;sale;flat;9;12;2;63.7;26990000;Приморский;Белоостровская ;7;Лесная;
BOYKOV Company;real_estate_agent;https://sochi.cian.ru/sale/flat/304916508/;Cанкт-Петербург;sale;flat;3;5;2;72.0;60000000;Хостинский;Курортный проспект;120к3;;Русская ривьера
Капитал;developer;https://ryazan.cian.ru/sale/flat/298870861/;Cанкт-Петербург;sale;flat;14;18;1;28.02;3025319;;;;;СМАРТ квартал Бульвар Оптимистов
Метражи group;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/301991340/;Cанкт-Петербург;sale;flat;4;4;1;32.0;4190000;; Иванова;11;Щёлковская;
Этажи Москва;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/303516668/;Cанкт-Петербург;sale;flat;2;16;1;40.1;4200000;;;;;Поварово Первый
Капитал;developer;https://ryazan.cian.ru/sale/flat/302597918/;Cанкт-Петербург;sale;flat;5;20;1;33.61;4200242;Железнодорожный; Ленинского Комсомола;;;Роща
Метражи group;real_estate_agent;https://losino-petrovskiy.cian.ru/sale/flat/300799786/;Cанкт-Петербург;sale;flat;15;16;1;36.5;4650000;Свердловский рп; Строителей;12;;
Метражи group;real_estate_agent;https://pushkino.cian.ru/sale/flat/303779153/;Cанкт-Петербург;sale;flat;2;4;2;46.0;5250000;; Маяковского;15к2;Комсомольская;
РИСАН;developer;https://penza.cian.ru/sale/flat/281597618/;Cанкт-Петербург;sale;flat;2;16;2;60.4;5436000;Железнодорожный;;с5;;Норвуд ЖК
Метражи group;real_estate_agent;https://losino-petrovskiy.cian.ru/sale/flat/304644605/;Cанкт-Петербург;sale;flat;9;14;1;40.3;5550000;;;;;
ID 96167522;realtor;https://www.cian.ru/sale/flat/299789518/;Cанкт-Петербург;sale;flat;6;9;1;26.9;6182125;Люблино; Верхние Поля;27С2;Братиславская;
Дмитрий Хромов;realtor;https://ryazan.cian.ru/sale/flat/281554584/;Cанкт-Петербург;sale;flat;1;3;2;54.0;6204000;Советский; Владимирская;95к24;;
Адресат;real_estate_agent;https://podolsk.cian.ru/sale/flat/303193658/;Cанкт-Петербург;sale;flat;10;14;1;38.0;6700000;;бульвар 65-летия Победы;9;Подольск;
Росэлторг;real_estate_agent;https://sergiyev-posad.cian.ru/sale/flat/304422202/;Cанкт-Петербург;sale;flat;1;3;2;93.8;6683000;Сергиев Посад;Фестивальная ;2а;;
Метражи group;real_estate_agent;https://korolev.cian.ru/sale/flat/303798289/;Cанкт-Петербург;sale;flat;8;17;2;51.6;7050000;;Советская ;47к3;Медведково;River Park
ID 95023783;unknown;https://novosibirsk.cian.ru/sale/flat/299542441/;Cанкт-Петербург;sale;flat;5;17;2;43.0;7000000;Кировский;Тульская ;80;Студенческая;Тульский
Эталон;developer;https://omsk.cian.ru/sale/flat/302942034/;Cанкт-Петербург;sale;flat;10;12;1;45.5;7112067;;;;;Зеленая река
Метражи group;real_estate_agent;https://korolev.cian.ru/sale/flat/304573261/;Cанкт-Петербург;sale;flat;3;4;1;35.6;7200000;;Бурковский проезд;38к1;Ботанический сад;Театральный парк
СЖК;real_estate_agent;https://novosibirsk.cian.ru/sale/flat/300788035/;Cанкт-Петербург;sale;flat;19;27;1;45.0;7290000;Заельцовский; Кузьмы Минина;9/3;Заельцовская;
Дом девелопмент;developer;https://tyumen.cian.ru/sale/flat/287869025/;Cанкт-Петербург;sale;flat;7;16;1;34.8;7270000;мкр. Воровского; Республики;204к12;;Дом на Большой Спасской
ID 96167522;realtor;https://www.cian.ru/sale/flat/303223484/;Cанкт-Петербург;sale;flat;4;9;1;37.3;7421400;Люблино; Верхние Поля;27С2;Братиславская;
Метражи group;real_estate_agent;https://ivanteyevka.cian.ru/sale/flat/302968477/;Cанкт-Петербург;sale;flat;2;5;2;58.0;7500000;Софрино рп; Микрорайон Западный;1;;
Девелопер ИНГРУПП;developer;https://perm.cian.ru/sale/flat/295455454/;Cанкт-Петербург;sale;flat;4;9;1;37.8;7563000;Индустриальный; Карпинского;53Б;;FORMAT
НДВ Супермаркет Недвижимости;representative_developer;https://mytishchi.cian.ru/sale/flat/303698264/;Cанкт-Петербург;sale;flat;9;9;2;43.9;7573628;д. Пирогово; Ильинского;8;;Пироговская Ривьера
CENTURY 21 Столичная недвижимость;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/303882036/;Cанкт-Петербург;sale;flat;3;8;2;46.9;7800000;д. Сабурово; Парковая;;;Пятницкие кварталы
Князев и Партнёры;real_estate_agent;https://kotelniki.cian.ru/sale/flat/302737163/;Cанкт-Петербург;sale;flat;13;17;1;33.3;8090000;;проезд 2-й Покровский;14к1;Котельники;
Метражи group;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/301982270/;Cанкт-Петербург;sale;flat;15;16;2;60.1;8400000;;;5;Щёлковская;
Метражи group;real_estate_agent;https://korolev.cian.ru/sale/flat/304176066/;Cанкт-Петербург;sale;flat;12;12;2;52.0;8500000;;проспект Космонавтов;28;Медведково;
Адресат;real_estate_agent;https://www.cian.ru/sale/flat/301737380/;Cанкт-Петербург;sale;flat;4;14;1;34.9;8800000;Выхино-Жулебино;Ташкентская ;26;Юго-Восточная;
ID 96167522;realtor;https://www.cian.ru/sale/flat/295766411/;Cанкт-Петербург;sale;flat;9;9;1;35.3;8977500;Люблино; Верхние Поля;27С2;Братиславская;
ID 96167522;realtor;https://www.cian.ru/sale/flat/295766589/;Cанкт-Петербург;sale;flat;9;9;1;35.9;9072500;Люблино; Верхние Поля;27С2;Братиславская;
ID 96167522;realtor;https://www.cian.ru/sale/flat/294226529/;Cанкт-Петербург;sale;flat;5;9;1;36.1;9120000;Люблино; Верхние Поля;27С2;Братиславская;
СЖК;real_estate_agent;https://novosibirsk.cian.ru/sale/flat/294844861/;Cанкт-Петербург;sale;flat;8;9;2;64.0;9190000;Ленинский; Серафимовича;30/2;Площадь Маркса;
ID 96167522;realtor;https://www.cian.ru/sale/flat/298016618/;Cанкт-Петербург;sale;flat;4;9;1;36.1;9120000;Люблино; Верхние Поля;27С2;Братиславская;
ID 96167522;realtor;https://www.cian.ru/sale/flat/296747241/;Cанкт-Петербург;sale;flat;4;9;1;36.0;9120000;Люблино; Верхние Поля;27С2;Братиславская;
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/304052206/;Cанкт-Петербург;sale;flat;5;30;1;28.4;9200000;Южное Бутово;к2.2;к2.2;Бунинская аллея;Южные Сады ЖК
ID 96167522;realtor;https://www.cian.ru/sale/flat/294228710/;Cанкт-Петербург;sale;flat;8;9;1;37.0;9215000;Люблино; Верхние Поля;27С2;Братиславская;
ID 96167522;realtor;https://www.cian.ru/sale/flat/297465291/;Cанкт-Петербург;sale;flat;7;9;1;36.3;9215000;Люблино; Верхние Поля;27С2;Братиславская;
ID 96167522;realtor;https://www.cian.ru/sale/flat/294926973/;Cанкт-Петербург;sale;flat;7;9;1;36.9;9215000;Люблино; Верхние Поля;27С2;Братиславская;
Метражи group;real_estate_agent;https://korolev.cian.ru/sale/flat/303496757/;Cанкт-Петербург;sale;flat;4;4;2;78.0;9300000;; Горького;79к3;Медведково;Валентиновка парк
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/302925946/;Cанкт-Петербург;sale;flat;22;23;2;35.1;9400000;Южнопортовый;Волгоградский проспект;30С1;Волгоградский проспект;HighWay
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/303680922/;Cанкт-Петербург;sale;flat;6;16;2;54.0;9990000;Внуково;Интернациональная ;2к1;Аэропорт Внуково;
OPN PARTNER;real_estate_agent;https://www.cian.ru/sale/flat/301521883/;Cанкт-Петербург;sale;flat;6;12;2;57.0;10400000;; Харлампиева;44;Филатов Луг;Спортивный квартал
CENTURY 21 Столичная недвижимость;real_estate_agent;https://odintsovo.cian.ru/sale/flat/304871371/;Cанкт-Петербург;sale;flat;29;33;1;42.9;10500000;Новоивановское рп;Можайское шоссе;54;;Западные Ворота Столицы
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/300032614/;Cанкт-Петербург;sale;flat;2;9;2;46.0;10500000;Текстильщики;Грайвороновская ;18К3;Текстильщики;
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/304052219/;Cанкт-Петербург;sale;flat;9;16;1;36.4;10800000;Южное Бутово;к2.1;к2.1;Бунинская аллея;Южные Сады ЖК
CENTURY 21 Столичная недвижимость;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/302014680/;Cанкт-Петербург;sale;flat;7;9;2;58.3;11500000;;;;;
Метражи group;real_estate_agent;https://korolev.cian.ru/sale/flat/302196417/;Cанкт-Петербург;sale;flat;7;17;2;62.3;11700000;; Калининградская;17к1;Медведково;
Apsis Globe;developer;https://www.cian.ru/sale/flat/296192998/;Cанкт-Петербург;sale;flat;6;9;1;40.1;11700000;Косино-Ухтомский; Николая Старостина;вл14;Реутов;МФК CITIMIX Новокосино
Адресат;real_estate_agent;https://www.cian.ru/sale/flat/295677601/;Cанкт-Петербург;sale;flat;12;14;1;39.3;11900000;Перово;1-я Владимирская ;35К2;Перово;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/304639537/;Cанкт-Петербург;sale;flat;10;16;1;39.1;12200000;; Лобановский Лес;9;Филатов Луг;Прокшино
Метражи group;real_estate_agent;https://www.cian.ru/sale/flat/302994965/;Cанкт-Петербург;sale;flat;3;8;2;41.0;12600000;Соколиная гора;Окружной проезд;22/64;Измайлово;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/304399515/;Cанкт-Петербург;sale;flat;3;12;2;47.1;13000000;Царицыно;Кавказский бульвар;41к1;Кантемировская;
Отрада Девелопмент;developer;https://krasnogorsk.cian.ru/sale/flat/303215484/;Cанкт-Петербург;sale;flat;3;6;1;36.5;13182340;д. Марьино; Заречная;;;Отрада на реке
А101;developer;https://www.cian.ru/sale/flat/279838383/;Cанкт-Петербург;sale;flat;17;18;1;32.5;13460818;;;;Филатов Луг;Прокшино ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/299856735/;Cанкт-Петербург;sale;flat;9;9;2;39.0;14150000;Филевский парк;Барклая ;16К4;Багратионовская;
ID 96167522;realtor;https://www.cian.ru/sale/flat/302230950/;Cанкт-Петербург;sale;flat;6;9;2;44.9;14200000;Коньково; Генерала Антонова;5К1;Беляево;
Адресат;real_estate_agent;https://www.cian.ru/sale/flat/303625726/;Cанкт-Петербург;sale;flat;4;31;2;47.4;15500000;Нижегородский;Газгольдерная ;10;Нижегородская;Profit
ID 47503252;homeowner;https://khimki.cian.ru/sale/flat/304644672/;Cанкт-Петербург;sale;flat;3;28;2;72.7;15600000;;Московская ;21;Химки;Московская 21
ID 18720981;real_estate_agent;https://www.cian.ru/sale/flat/304022527/;Cанкт-Петербург;sale;flat;16;17;1;38.0;16790000;Крылатское;Осенний бульвар;10К1;Крылатское;
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/301259458/;Cанкт-Петербург;sale;flat;3;26;2;36.0;16880000;Лефортово; Крузенштерна;12к3;Авиамоторная;Символ
BERI;real_estate_agent;https://www.cian.ru/sale/flat/302461267/;Cанкт-Петербург;sale;flat;5;9;2;45.0;16990000;Ломоносовский; Гарибальди;4К5;Новаторская;
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/302837580/;Cанкт-Петербург;sale;flat;16;36;2;61.8;18000000;Ярославский;проспект Мира;222;Ростокино;МИРАПОЛИС
BERI;real_estate_agent;https://www.cian.ru/sale/flat/303927656/;Cанкт-Петербург;sale;flat;12;12;2;38.7;18190000;Пресненский;Шелепихинское шоссе;17К3;Шелепиха;
ID 106672258;homeowner;https://www.cian.ru/sale/flat/303979238/;Cанкт-Петербург;sale;flat;38;38;1;36.0;18300000;Западное Дегунино;Ильменский проезд;14к8;Селигерская;Селигер Сити
Адресат;real_estate_agent;https://www.cian.ru/sale/flat/300268613/;Cанкт-Петербург;sale;flat;2;22;2;40.0;18500000;Покровское-Стрешнево;Волоколамское шоссе;71к4;Спартак;Город на Реке Тушино-2018
Метражи group;real_estate_agent;https://www.cian.ru/sale/flat/286766512/;Cанкт-Петербург;sale;flat;2;16;1;43.0;19200000;Марьина роща;Шереметьевская ;13К1;Марьина Роща;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303175823/;Cанкт-Петербург;sale;flat;19;56;2;47.5;19700000;Раменки;проспект Генерала Дорохова;вл1к3;Минская;Will Towers
РКС Девелопмент;developer;https://www.cian.ru/sale/flat/301447899/;Cанкт-Петербург;sale;flat;2;16;1;45.56;20675128;Даниловский;Автозаводская ;24К1;Тульская;Дом на набережной INSIDER
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/302485673/;Cанкт-Петербург;sale;flat;11;13;1;41.0;20990000;Таганский; Большие Каменщики;15;Таганская;
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/304803420/;Cанкт-Петербург;sale;flat;5;52;2;70.0;21750000;Братеево; Борисовские Пруды;;Москворечье;WAVE
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304497557/;Cанкт-Петербург;sale;flat;4;4;1;41.1;22000000;Басманный; Казакова;7;Курская;KAZAKOV Grand Loft
TASHIR Estate;representative_developer;https://www.cian.ru/sale/flat/292571125/;Cанкт-Петербург;sale;flat;10;21;2;49.8;22146060;Очаково-Матвеевское;Аминьевское шоссе;6;Давыдково;West Tower (Апартаменты бизнес-класса)
СЖК;real_estate_agent;https://novosibirsk.cian.ru/sale/flat/302763229/;Cанкт-Петербург;sale;flat;1;6;2;76.4;23900000;Заельцовский;Дачное шоссе;22;Заельцовская;Эко-квартал Flora&Fauna
Delight Realty;real_estate_agent;https://www.cian.ru/sale/flat/304298307/;Cанкт-Петербург;sale;flat;13;24;1;42.9;24000000;Хорошевский;Хорошевское шоссе;25Ак1;Полежаевская;Династия
