author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Life Style;real_estate_agent;https://www.cian.ru/sale/flat/301907258/;Cанкт-Петербург;sale;flat;2;12;1;38.7;10500000;Строгино; Исаковского;2К1;Мякинино;
VESPER;developer;https://www.cian.ru/sale/flat/262519758/;Cанкт-Петербург;sale;flat;5;21;2;110.6;103787040;Пресненский; Костикова;4к1;Улица 1905 года;Lucky
Винсент Недвижимость. комплексное сопровождение сделки.;real_estate_agent;https://sochi.cian.ru/sale/flat/275256677/;Cанкт-Петербург;sale;flat;10;14;2;44.0;29000000;Дагомыс пгт; Старошоссейная;5к5;;Каравелла Португалии
RBI;developer;https://spb.cian.ru/sale/flat/304057464/;Cанкт-Петербург;sale;flat;4;9;1;43.5;20500000;Центральный;Миргородская ;1;Площадь Восстания;Миръ
Солнечный Сочи;real_estate_agent;https://sochi.cian.ru/sale/flat/304691572/;Cанкт-Петербург;sale;flat;17;27;1;50.0;14900000;Хостинский;Курортный проспект;105а;;Актер Гэлакси
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/295341502/;Cанкт-Петербург;sale;flat;3;4;1;34.85;6586650;;;;;Новый свет
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/294872333/;Cанкт-Петербург;sale;flat;17;18;2;117.0;179000000;Пресненский;2-я Звенигородская ;11;Улица 1905 года;Резиденция МОНЭ
СК10;developer;https://rostov.cian.ru/sale/flat/301539762/;Cанкт-Петербург;sale;flat;17;25;2;40.82;6570000;Кировский;;;;Культура ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/300701528/;Cанкт-Петербург;sale;flat;11;41;2;67.1;33000000;Хорошево-Мневники;Шелепихинская набережная;34к6;Шелепиха;Сердце Столицы
AVA;developer;https://krasnodar.cian.ru/sale/flat/302609102/;Cанкт-Петербург;sale;flat;3;22;2;69.09;15538341;мкр. Аврора; Имени Дзержинского;95;;AVrorA
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/302177521/;Cанкт-Петербург;sale;flat;3;15;2;58.54;65000000;Пресненский; Костикова;4к4;Улица 1905 года;Lucky
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/303122639/;Cанкт-Петербург;sale;flat;2;9;1;67.3;23555000;Советский;;;Суконная слобода;Мифы
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/299980590/;Cанкт-Петербург;sale;flat;6;44;2;76.8;31900000;Хорошево-Мневники;к2/2;к2/2;Шелепиха;Сидней Сити ЖК
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/303976015/;Cанкт-Петербург;sale;flat;12;25;2;41.0;6588900;Орджоникидзевский;;;Машиностроителей;Основинские кварталы ЖК
VALO;real_estate_agent;https://spb.cian.ru/sale/flat/296846411/;Cанкт-Петербург;sale;flat;9;18;1;52.51;13932400;Фрунзенский; Салова;61;Бухарестская;Комплекс апартаментов Valo City
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/304437850/;Cанкт-Петербург;sale;flat;5;8;2;44.6;6649200;Верх-Исетский;;;Площадь 1905 года;Русь-2 ЖК
Недвижимость Большого Сочи;real_estate_agent;https://sochi.cian.ru/sale/flat/303915499/;Cанкт-Петербург;sale;flat;3;4;2;68.0;17500000;Хостинский;Новороссийское шоссе;7/6;;
AVA;developer;https://krasnodar.cian.ru/sale/flat/303889086/;Cанкт-Петербург;sale;flat;4;21;1;39.05;5521670;мкр. ХБК;Уральская ;100/8;;Режиссёр
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302203106/;Cанкт-Петербург;sale;flat;8;19;1;30.8;20400000;Беговой;Ленинградский проспект;29к3;Динамо;Царская площадь
AVA;developer;https://krasnodar.cian.ru/sale/flat/302473616/;Cанкт-Петербург;sale;flat;22;23;1;35.18;5744894;мкр. КСК;Уральская ;87/7;;URAL
Недвижимость Большого Сочи;real_estate_agent;https://sochi.cian.ru/sale/flat/303915797/;Cанкт-Петербург;sale;flat;3;4;2;104.0;22000000;Центральный; Санаторная;55/1;;
Камбер;developer;https://krasnodar.cian.ru/sale/flat/303082119/;Cанкт-Петербург;sale;flat;12;23;1;49.2;7119978;мкр. Черемушки; Селезнева;104/1;;Дом у озера
Солнечный Берег;real_estate_agent;https://sochi.cian.ru/sale/flat/304870838/;Cанкт-Петербург;sale;flat;15;20;2;65.0;15000000;Хостинский; Яна Фабрициуса;7;;
ИНАЧЕ;developer;https://krasnodar.cian.ru/sale/flat/300885962/;Cанкт-Петербург;sale;flat;4;18;2;54.46;10344792;;;;;Иначе в Молодежном
Недвижимость Большого Сочи;real_estate_agent;https://sochi.cian.ru/sale/flat/293095449/;Cанкт-Петербург;sale;flat;7;10;2;49.0;13300000;Центральный; Санаторная;49/19А;;Шоколад
СК10;developer;https://rostov.cian.ru/sale/flat/289504809/;Cанкт-Петербург;sale;flat;24;25;1;30.41;4330000;Октябрьский;;;;Гринсайд ЖК
BARNES International Realty;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/303215677/;Cанкт-Петербург;sale;flat;6;8;2;61.0;41500000;; Согласия;19;Строгино;Парк Рублево
Неометрия;developer;https://krasnodar.cian.ru/sale/flat/303690984/;Cанкт-Петербург;sale;flat;3;23;1;37.3;5628570;;;;;Отражение
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304814775/;Cанкт-Петербург;sale;flat;37;37;1;48.0;42000000;Хорошевский;Ленинградский проспект;37/6;Аэропорт;Прайм Парк
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/302623403/;Cанкт-Петербург;sale;flat;3;28;1;34.1;8262000;Центр; Свердлова;10;Динамо;Екатерининский парк
ID 109135729;realtor;https://www.cian.ru/sale/flat/304330216/;Cанкт-Петербург;sale;flat;3;21;2;58.54;61000000;Пресненский; Костикова;4к1;Улица 1905 года;Lucky
ЭНКО;developer;https://tyumen.cian.ru/sale/flat/286342206/;Cанкт-Петербург;sale;flat;13;17;1;35.87;4870000;д. Патрушева; Петра Ершова;12;;ЖР 
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/298216770/;Cанкт-Петербург;sale;flat;13;44;2;73.2;29300000;Хорошево-Мневники;к2/2;к2/2;Шелепиха;Сидней Сити ЖК
Резиденция Рощино;developer;https://spb.cian.ru/sale/flat/296322136/;Cанкт-Петербург;sale;flat;3;6;1;41.54;17031400;;;;;Резиденция Рощино
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/289733275/;Cанкт-Петербург;sale;flat;51;75;2;120.4;99000000;Пресненский;1-й Красногвардейский проезд;15;Деловой центр;Меркурий Тауэр
ПИК;developer;https://kazan.cian.ru/sale/flat/297337761/;Cанкт-Петербург;sale;flat;19;26;1;33.0;7856339;Советский;;1;Площадь Тукая;Сиберово ЖК
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/303027445/;Cанкт-Петербург;sale;flat;3;20;1;59.0;61800000;Пресненский; Костикова;4к6;Улица 1905 года;Lucky
AVA;developer;https://krasnodar.cian.ru/sale/flat/302603476/;Cанкт-Петербург;sale;flat;11;12;2;55.2;8368320;мкр. 9-й километр; Ярославская;115лит7;;Небо
Солнечный Берег;real_estate_agent;https://sochi.cian.ru/sale/flat/303049240/;Cанкт-Петербург;sale;flat;8;17;2;50.0;18000000;Центральный; Войкова;34;;Тасмана
Неометрия;developer;https://novorossiysk.cian.ru/sale/flat/304555056/;Cанкт-Петербург;sale;flat;13;23;1;34.2;6600000;;;;;Облака
Солнечный Берег;real_estate_agent;https://sochi.cian.ru/sale/flat/303100813/;Cанкт-Петербург;sale;flat;14;23;2;96.0;80000000;Хостинский;Курортный проспект;105б;;Королевский парк
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/304842098/;Cанкт-Петербург;sale;flat;4;5;2;72.59;25769450;Вахитовский;;;Кремлёвская;Дом на Исхаки ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303401024/;Cанкт-Петербург;sale;flat;10;17;1;30.6;10500000;;;;Потапово;Скандинавия
RBI;developer;https://spb.cian.ru/sale/flat/304057522/;Cанкт-Петербург;sale;flat;3;9;2;69.3;32200000;Центральный;Миргородская ;1;Площадь Восстания;Миръ
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/300983679/;Cанкт-Петербург;sale;flat;13;21;2;80.3;54900000;Раменки;Мосфильмовская ;88к4;Раменки;Мосфильмовский
AVA;developer;https://krasnodar.cian.ru/sale/flat/302610360/;Cанкт-Петербург;sale;flat;2;14;1;27.0;3191400;Прикубанский; Имени М.П. Шемякина;2;;Зеленодар
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/299551213/;Cанкт-Петербург;sale;flat;4;4;2;59.9;48000000;Пресненский;Малый Козихинский переулок;8/18;Пушкинская;
НВМ;representative_developer;https://krasnodar.cian.ru/sale/flat/301317795/;Cанкт-Петербург;sale;flat;2;9;1;35.65;5169250;;;;;Народные Кварталы
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/299655879/;Cанкт-Петербург;sale;flat;14;24;2;46.0;31000000;Очаково-Матвеевское;Нежинская ;5к2;Матвеевская;Городские резиденции SPIRES
Неометрия;developer;https://sochi.cian.ru/sale/flat/302606641/;Cанкт-Петербург;sale;flat;2;12;1;20.9;10238910;Адлерский;;;;Флора ЖК
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/300862129/;Cанкт-Петербург;sale;flat;24;24;2;58.0;38950000;Хорошево-Мневники;Шелепихинская набережная;34к3;Шелепиха;Сердце Столицы
ЭНКО;representative_developer;https://tyumen.cian.ru/sale/flat/300058461/;Cанкт-Петербург;sale;flat;11;12;2;51.95;6150000;д. Патрушева; Петра Ершова;12;;ЖР 
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304869833/;Cанкт-Петербург;sale;flat;44;44;2;86.3;40000000;Хорошево-Мневники; Шеногина;;Шелепиха;Sydney City
ПИК;developer;https://spb.cian.ru/sale/flat/293408455/;Cанкт-Петербург;sale;flat;2;9;1;35.8;13777128;Адмиралтейский;Измайловское;к 2.1;Балтийская;Лермонтовский 54 ЖК
SIRIUS REALTY;real_estate_agent;https://sochi.cian.ru/sale/flat/303728977/;Cанкт-Петербург;sale;flat;12;22;1;34.0;8500000;Адлерский; Ленина;298Бк6;;Морская симфония
Брусника;developer;https://novosibirsk.cian.ru/sale/flat/304884080/;Cанкт-Петербург;sale;flat;3;14;2;59.85;8910000;Заельцовский; Аэропорт;88;Заельцовская;Авиатор
Недвижимость Большого Сочи;real_estate_agent;https://sochi.cian.ru/sale/flat/280662976/;Cанкт-Петербург;sale;flat;6;13;1;44.5;11000000;Центральный; Параллельная;10;;
СК10;developer;https://rostov.cian.ru/sale/flat/297319297/;Cанкт-Петербург;sale;flat;3;25;1;35.0;6010000;Кировский;;;;Культура ЖК
Недвижимость Большого Сочи;real_estate_agent;https://sochi.cian.ru/sale/flat/293243135/;Cанкт-Петербург;sale;flat;6;6;2;43.8;19999999;Центральный; Навагинская;11;;
AVA;developer;https://krasnodar.cian.ru/sale/flat/302609050/;Cанкт-Петербург;sale;flat;2;22;1;49.7;11266990;мкр. Аврора; Имени Дзержинского;95;;AVrorA
Недвижимость Большого Сочи;real_estate_agent;https://sochi.cian.ru/sale/flat/273179976/;Cанкт-Петербург;sale;flat;11;13;1;54.0;19600000;Центральный; Несебрская;14;;
